[[[[[[[Christian DEPRAETERE]]]]]]];ARCHIPELAGO;BENIN;BIODIVERSITY;BIODIVERSITY (ISLAND);CARTOGRAPHY AND MAPPING;CLIMATE CHANGE IMPACTS;DATA (HYDROLOGICAL);DATA COLLECTION;ENVIRONMENT (ISLAND);FRAGMENTATION;GEOGRAPHY (ISLAND);GEOHISTORY;GEOMATICS;GEOMORPHOMETRY (HYDRO);GEOSCIENCE;GIS (GEOG. INF. SYS.);HYDROCLIMATOLOGY;HYDROLOGY;HYDROMETEOROLOGY;IMPACT ASSESSMENT (WATER);INDICATOR (ENVIRONMENTAL);ISLAND COUNTRY;KWAZULU-NATAL (SOUTH AFRICA);LANDSCAPE;MADAGASCAR;MODEL DEM (DIGITAL ELEVATION MODEL);MODELLING (HYDROLOGICAL);MULTI-SCALE (SPATIAL);NISSOLOGY (ISLAND SCIENCE);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SIMULATION (WATER FLOW);SOUTH AFRICA;UMR ESPACE-DEV (SPACE FOR DEVEL.);UMR LTHE (HYDROL. ENVIRON. TRANSFERS);WATER MANAGEMENT;WATER RESOURCES;WATERSHED;WORLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Sophie GIFFARD-ROISIN]]]]]]];ARTIFICIAL INTELLIGENCE;ARTIFICIAL NEURAL NETWORK;AUTOMATIC LEARNING;AVALANCHE;CLIMATIC FORCING;CLINICAL RESEARCH INFORMATICS;COMPUTATIONAL SUSTAINABILITY;COMPUTER SCIENCE;DATA (MULTIMODAL);DATA (PERSONAL);DATA (SATELLITE);DATA ANALYSIS;DATA ASSIMILATION;DATA CLEANING;DATA CLUSTERING;DATA CURATION;DATA DRIVEN APPROACH;DATA FUSION;DATA INTEGRATION;DATA POOR CONTEXT;DATA PREPROCESSING;DATA PROCESSING;DATA REANALYSIS;DATA SCIENCE;DIMENSIONAL ANALYSIS;DYNAMICAL SYSTEM;EARTHQUAKE ALERT;ENVIRONMENTAL SECURITY;EXTREME EVENT;FORECASTING;FRENCH ALPS;HURRICANE;IMAGE PROCESSING;INVERSE PROBLEM;LANDSLIDE;MACHINE - DEEP LEARNING;MACHINE LEARNING (STRUCTURAL);MEDICAL IMAGE ANALYSIS;MEDICAL INFORMATICS;MODEL (ELECTRO-PHYSIOLOGICAL);MODEL (MATHEMATICAL);MODEL (OPERATIONAL);MODEL COUPLING;MODELLING;MODELLING (BAYESIAN);MODELLING (CALIBRATION);MODELLING (PREDICTIVE);NATURAL HAZARD;OPERATIONAL RESEARCH;PERU;PRECISION MEDICINE;REMOTE SENSING;SATELLITE PRODUCT;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SEISMIC HAZARD;SEISMOLOGY;SNOW COVER;TIME SERIES;UMR ISTERRE (INST. EARTH. SCI.);VOLCANIC HAZARD;VULNERABILITY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Daniel GAERTNER]]]]]]];ARTIFICIAL NEURAL NETWORK;ATLANTIC OCEAN;BEHAVIOUR (FISHERMEN);BIODIVERSITY (CONSERVATION);BIODIVERSITY (HOTSPOT);BIODIVERSITY (MARINE);BIOLOGY (MARINE);BIOSTATISTICS;BROWNIE TAG RETURN MODEL;CAPACITY BUILDING;CATCHABILITY;DATA COLLECTION;DATA PROCESSING;EAF (ECOSYSTEM APPROACH TO FISHERIES);ECOLOGY (FISHERIES);ECOLOGY (QUANTITATIVE);ECOSYSTEM (MARINE);ECOSYSTEM (TROPICAL PELAGIC);EXPERTISE (SCIENTIFIC);FAD (FISH AGGREGATING DEVICE);FISHERIES MANAGEMENT;FISHERIES SCIENCE (FR: HALIEUTIQUE);FISHING STRATEGY ANALYSIS;GROWTH EQUATION;INDIAN OCEAN;INDICATOR (BIOLOGICAL);MARINE PROTECTED AREA (MPA);MODEL (SPATIALLY EXPLICIT);MODEL GLM (GENERAL LINEARIZED MODEL);MODELLING;MODELLING (BAYESIAN);MODELLING (STATISTICAL);MODELLING (TOPIC);MONITORING (SOCIO-ENVIRONMENTAL);MULTI-SCALE (SPATIAL);MULTIDISCIPLINARY;NATURAL RESOURCE MANAGEMENT;PELAGIC FISH;POPULATION DYNAMICS;PURSE SEINE FISHERY;R PROGRAMMING;SDG 02 (SUST. DEVEL. GOAL - ALIMENTATION);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SELECTIVITY (FISHING GEAR);SENEGAL;SIMULATION;SIMULATION (MONTE-CARLO);SOCIAL NETWORK ANALYSIS;SPATIAL ANALYSIS;SPORT FISHERY;STAKEHOLDER;STOCK ASSESSMENT;SUSTAINABILITY (FISHERIES);SUSTAINABLE MANAGEMENT;TAG-RECAPTURE EXPERIMENT;TEXT MINING;TIME SERIES;TRAINING (FR: FORMATION);TUNA FISHERIES;UMR MARBEC (MAR. BIODIV. EXPLOIT. CONSERV.);VENEZUELA;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Eric CHENIN]]]]]]];ARTIFICIAL NEURAL NETWORK;BIODIVERSITY;BIODIVERSITY (CONSERVATION);CAPACITY BUILDING;COMPLEX SYSTEM;DATA COLLECTION;DATA CONSERVATION;DATA DISSEMINATION;DATA MANAGEMENT;DATA SCIENCE;DATABASE MANAGEMENT SYSTEM (DBMS);DEVELOPMENT (SOFTWARE ARCHITECTURE);GBIF (GLOBAL BIODIV. INFORM. FACILITY);INFORMATION PROCESSING;INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);INTEGRATIVE APPROACH;IT SYSTEM MANAGEMENT;KNOWLEDGE REPRESENTATION;MACHINE - DEEP LEARNING;MODELLING;MODELLING (MULTI-SCALE);MULTIDISCIPLINARY;SENESCENCE (SYSTEMS'S DYNAMICS);TEXT MINING;UMI UMMISCO (MATH. COMPUT. MODEL. COMPLEX SYST.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Monique SIMIER]]]]]]];ARTISANAL FISHERY;ATLANTIC OCEAN;ATLANTIC OCEAN (INTERTROPICAL);BEHAVIOUR (FISH);BIODIVERSITY;BIODIVERSITY (ANTHROPOGENIC INFLUENCE);BIODIVERSITY (CONSERVATION);BIODIVERSITY (FUNCTIONAL);BIODIVERSITY (MARINE);BIOLOGY (MARINE);BIOMETRICS;BIOSTATISTICS;BISSAU GUINEA;CENTRAL EAST ATLANTIC OCEAN;CLASSIFICATION - TYPOLOGY;CLIMATE CHANGE IMPACTS;COMPUTER GRAPHICS;COMPUTER SCIENCE;DATA ANALYSIS;DATA CLUSTERING;DATA PROCESSING;DATABASE ENGINEERING;ECOLOGY (FISHERIES);ECOLOGY (MARINE);ECOLOGY (QUANTITATIVE);ECOLOGY (TROPHIC);ECOSYSTEM (AQUATIC);ECOSYSTEM (COASTAL);ECOSYSTEM (LAGOON OR REEF);ECOSYSTEM (MARINE);ECOSYSTEM (TROPICAL PELAGIC);ESTUARY;FAD (FISH AGGREGATING DEVICE);FISHERIES MANAGEMENT;FISHERIES SCIENCE (FR: HALIEUTIQUE);FISHES;HABITAT (MARINE);INDIAN OCEAN;INDICATOR (BIOLOGICAL);INDICATOR (ENVIRONMENTAL);IT SYSTEM MANAGEMENT;LAGOON;MANGROVE;MARINE PROTECTED AREA (MPA);MEDITERRANEAN SEA;MODEL GLM (GENERAL LINEARIZED MODEL);MODELLING (STATISTICAL);MULTIVARIATE DATA ANALYSIS (MVA);NONPARAMETRIC STATISTICS;NORDESTE (BRAZIL);OCEANOGRAPHY (BIOLOGICAL);PELAGIC FISH;PLANKTON;PLANKTON (PHYTO);R PROGRAMMING;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SENEGAL;SFDS (FRENCH SOC. STATISTICS);SOUTH WESTERN INDIAN OCEAN;STATISTICS;TRAINING (FR: FORMATION);TUNA FISHERIES;UMR MARBEC (MAR. BIODIV. EXPLOIT. CONSERV.);WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Rodolphe DEVILLERS]]]]]]];ARTISANAL FISHERY;BIODIVERSITY;BIODIVERSITY (CONSERVATION);BIODIVERSITY (MARINE);CARTOGRAPHY AND MAPPING;COLD-WATER CORAL;COMOROS;CONSERVATION BIOLOGY;CONSERVATION PLANNING;CORAL REEF;CROWDSOURCING;DATA (ACOUSTICS);DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (FISHERIES);DATA (GEOREFERENCED);DATA (SATELLITE);DATA MANAGEMENT;DATA MINING;DATA QUALITY ASSESSMENT;DECISION SUPPORT TOOL;EAST AFRICA;ECOLOGY (LANDSCAPE);ECOLOGY (MARINE);ECOSYSTEM (MARINE);ENVIRONMENT (MARINE);EXPERTISE (SCIENTIFIC);FISHERIES MANAGEMENT;FISHERIES SCIENCE (FR: HALIEUTIQUE);GEOGRAPHIC INFORMATION SCIENCE;GEOMATICS;GEOSTATISTICS;GEOVISUALISATION;GIS (GEOGR. INFORM. SYS.);HABITAT (MARINE);IMAGE PROCESSING;INDIAN OCEAN;INDICATOR (ENVIRONMENTAL);INFORMATION PROCESSING;LANDSCAPE;MADAGASCAR;MARINE PROTECTED AREA (MPA);MAYOTTE;METADATA;MODELLING;MODELLING (HABITAT, ECOLOGY);MODELLING (PREDICTIVE);MOZAMBIQUE CHANNEL;MULTI-SCALE (SPATIAL);MULTIBEAM SONAR DETECTION;MULTIDISCIPLINARY;NEWFOUNDLAND AND LABRADOR (CANADA);NORTH ATLANTIC OCEAN;ONTOLOGY;OPEN DATA;PARTICIPATORY MAPPING;PHOTOGRAMMETRY;REMOTE SENSING;REMOTE SENSING VHSR (VERY HIGH SPATIAL RESOLUTION);SATELLITE PRODUCT;SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SOCIO-ECOSYSTEM;SONAR;SOUTH WESTERN INDIAN OCEAN;SPATIAL ANALYSIS;SPATIAL DATA INFRASTRUCTURE (SDI);SPATIAL DATA QUALITY;SPATIAL DYNAMICS;STATISTICS (SPATIAL);SUSTAINABILITY (FISHERIES);SUSTAINABILITY SCIENCE;TANZANIA;THE REUNION ISLAND;TRAINING (FR: FORMATION);UAV (UNMANNED AERIAL VEHICLE, DRONE);UMR ESPACE-DEV (SPACE FOR DEVEL.);VOLUNTEERED GEOGRAPHIC INFORMATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Pauline GLUSKI]]]]]]];ATLAS EDITION;CARTOGRAPHY AND MAPPING;COLOMBIA;DATA (GEOREFERENCED);DATA ANALYSIS;DATA COLLECTION;DATA MANAGEMENT;DATA SCIENCE;DATABASE ENGINEERING;ENVIRONMENT;GEOGRAPHIC INFORMATION SCIENCE;GEOGRAPHY (SOCIAL);GEOMATICS;GEOVISUALISATION;GIS (GEOGR. INFORM. SYS.);IMPACT ASSESMENT (ENVIRONMENT);INFORMATION SYSTEM;MONITORING (SOCIO-ENVIRONMENTAL);POPULARIZATION (FR: VULGARISATION);RISK (ENVIRONMENTAL);SCI. ADMINISTRATION AND MANAGEMENT;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 11 (SUST. DEVEL. GOAL - CITIES);SDG 12 (SUST. DEVEL. GOAL - CONSUMPTION AND PRODUCTION);SDG 16 (SUST. DEVEL. GOAL - SOCIETY);SENEGAL;SOCIAL REPRESENTATION;SOUTH AMERICA;SPATIAL ANALYSIS;SPATIAL DYNAMICS;STATISTICS (SPATIAL);TRAINING (FR: FORMATION);UMR PRODIG (RES. CENT. FOR GEOG. INF. ORGAN. DISSEMIN.);VULNERABILITY;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Elisabeth HABERT]]]]]]];ATLAS EDITION;CARTOGRAPHY AND MAPPING;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (GEOREFERENCED);DATA ANALYSIS;DATA COLLECTION;DATA DISSEMINATION;DATA MANAGEMENT;DATA PROCESSING;DATA SCIENCE;DATA WAREHOUSE;DATABASE ENGINEERING;DECISION SUPPORT TOOL;DELTA;EAST TIMOR;EDUCATION - PEDAGOGY;ESTUARY;ETHNOECOLOGY;FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;FRENCH POLYNESIA;GEOGRAPHY (ISLAND);GEOGRAPHY (SOCIAL);GEOMATICS;GEOPARK;GIS (GEOGR. INFORM. SYS.);HERITAGE (FR: PATRIMOINE);MARQUESAS ISLANDS;METADATA;MODEL DEM (DIGITAL ELEVATION MODEL);MOROCCO;MULTIDISCIPLINARY;NEW CALEDONIA;OPEN DATA;OPEN SCIENCE;OPEN SOURCE;PARTICIPATORY MAPPING;POPULARIZATION (FR: VULGARISATION);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 16 (SUST. DEVEL. GOAL - SOCIETY);SEMIOTICS;SENEGAL RIVER;SOCIAL REPRESENTATION;TRAINING (FR: FORMATION);UMR PALOC (HERITAGE, ENVIRONMENT, GLOBALIZATION);VIRTUAL MUSEUM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Emmanuel BONNET]]]]]]];BAMAKO (MALI);BENIN;BURKINA-FASO;CARTOGRAPHY AND MAPPING;COTONOU (BENIN);CROWDSOURCING;DATA (GEOREFERENCED);DATA (HEALTHCARE);DATA COLLECTION;DATA COMMUNICATION NETWORK;DATA DISSEMINATION;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA SCIENCE;DECISION SUPPORT TOOL;DENGUE FEVER;DEVELOPMENT (SOFTWARE ARCHITECTURE);EPIDEMIC SPREAD;FLOOD (FR: CRUE/INONDATION);GEOGRAPHY (HEALTH);GEOGRAPHY (SOCIAL);GEOLOCATION;GEOMATICS;GIS (GEOGR. INFORM. SYS.);HEALTH POLICY;IMPACT ASSESSMENT (HEALTH);MALARIA;MALI;MOBILE HEALTH;MODELLING (STATISTICAL);MONITORING (HEALTH);MULTIDISCIPLINARY;OBSERVATORY;OPEN DATA;OPERATIONAL RESEARCH;OUAGADOUGOU (BURKINA-FASO);PARTICIPATORY MAPPING;POPULARIZATION (FR: VULGARISATION);PREVENTION (HEALTH);PUBLIC HEALTH;RISK ASSESSMENT;ROAD SAFETY;ROAD TRAFFIC;SCREENING (HEALTH);SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 11 (SUST. DEVEL. GOAL - CITIES);SDG 16 (SUST. DEVEL. GOAL - SOCIETY);SIMULATION;SPATIAL ANALYSIS;SPATIAL DYNAMICS;TERRITORY;TRAINING (FR: FORMATION);UMR PRODIG (RES. CENT. FOR GEOG. INF. ORGAN. DISSEMIN.);VULNERABILITY;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Jean-Philippe CHIPPAUX]]]]]]];BENIN;BOLIVIA;CAMEROON;CHAGAS DISEASE;CLINICAL RESEARCH INFORMATICS;DRACUNCULIASIS (GUINEA WORM DISEASE);ENTOMOLOGY (MEDICAL);ENVENOMING;EPIDEMIOLOGY;FILARIASIS (PARASITIC DISEASE);INTEGRATIVE APPROACH;IRD-CSS2 (SCI. COMM. BIOL. MEDIC. SCI.);IVERMECTINE (MEDICATION);MALARIA;MENINGITIS;MONITORING (HEALTH);MULTIDISCIPLINARY;NIGER COUNTRY;ONCHOCERCIASIS (RIVER BLINDNESS DISEASE);PREVENTION (HEALTH);PUBLIC HEALTH;SCHISTOSOMIASIS (SNAIL FEVER, BILHARZIA);SCI. ADMINISTRATION AND MANAGEMENT;SCREENING (HEALTH);SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SENEGAL;SERPENTES (SNAKES);TROPICAL ENDEMICS;TROPICAL MEDICINE;UMR MERIT (MOTHER AND CHILD FACE TROPICAL INFECTIONS);VENOM;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Jean-Christophe DESCONNETS]]]]]]];BIG DATA;CLIMATE CHANGE IMPACTS;COMPUTER SCIENCE;DATA COLLECTION;DATA CONSERVATION;DATA DISSEMINATION;DATA INFRASTRUCTURE;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA PROCESSING;DATA QUALITY ASSESSMENT;DATA SHARING;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);DESERTIFICATION;DEVELOPMENT (SOFTWARE ARCHITECTURE);ENVIRONMENT;GEOMATICS;GIS (GEOGR. INFORM. SYS.);HYDROLOGY;HYDROSYSTEM;INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);INTEROPERABILITY;IT SYSTEM MANAGEMENT;METADATA;MODELLING;MODELLING (HYDROLOGICAL);MODELLING (METADATA);MULTIDISCIPLINARY;NIGER COUNTRY;OBSERVATORY;ON-DEMAND SERVICE;OPEN SCIENCE;OPEN SOURCE;REMOTE SENSING;SAHEL;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SEMANTIC WEB;TECHNOLOGY TRANSFER;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);TRAINING (FR: FORMATION);UMR ESPACE-DEV (SPACE FOR DEVEL.);WATER RESOURCES;WEB PORTAL DEVEL.;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Sylvie FIAT]]]]]]];BIODIVERSITY (CONSERVATION);BIODIVERSITY (ISLAND);COMPUTER SCIENCE;CORAL REEF;DATA (FISHERIES);DATA ANALYSIS;DATA CLEANING;DATA COLLECTION;DATA CONSERVATION;DATA CURATION;DATA DISSEMINATION;DATA INFRASTRUCTURE;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA MANAGEMENT PLAN;DATA POOR CONTEXT;DATA PREPROCESSING;DATA QUALITY ASSESSMENT;DATA SCIENCE;DATA SECURITY;DATA SHARING;DATA WAREHOUSE;DATA WORKFLOW DEVEL.;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);DEVELOPMENT (SOFTWARE ARCHITECTURE);ECOLOGY (MARINE);ECOSYSTEM (COASTAL);ECOSYSTEM (LAGOON OR REEF);ENTITY LINKING (FR: ANNOTATION SÉMANTIQUE);FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;FIJI ISLANDS;FISHERIES SCIENCE (FR: HALIEUTIQUE);GBIF (GLOBAL BIODIV. INFORM. FACILITY);HIGH PERFORMANCE COMPUTING;INDO-PACIFIC;INFORMATION SYSTEM;IT PROJECT MANAGEMENT;IT SYSTEM MANAGEMENT;MADAGASCAR;METADATA;MODEL (AGENT-BASED);MULTI-AGENT SYSTEM;NEW CALEDONIA;OBSERVATORY;OPEN DATA;OPEN SCIENCE;SCIENTIFIC DIVING;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SEAMOUNT;SENSOR OBSERVATION SERVICE;SEYCHELLES;SOFTWARE ENGINEERING;SOUTH PACIFIC ISLANDS;THE REUNION ISLAND;TRAINING (FR: FORMATION);UMR ENTROPIE (TROPIC. MAR. ECOL. PACIFIC INDIAN OCEANS);VANUATU;WEB PORTAL DEVEL.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Bruno GRANOUILLAC]]]]]]];BIODIVERSITY;BIOINFORMATICS;COMPUTER SCIENCE;CYBERSECURITY;DATA (HEALTHCARE);DATA (PERSONAL);DATA COLLECTION;DATA INFRASTRUCTURE;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA SCIENCE;DATA SECURITY;DATABASE MANAGEMENT SYSTEM (DBMS);DEVELOPMENT (SOFTWARE ARCHITECTURE);EXPERTISE (ENGINEERING);HERBAL MEDICINE;INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);IT INFRASTRUCTURE LIBRARY (ITIL);OPEN SOURCE;PUBLIC HEALTH;QUALITY ASSURANCE (ISO 9001 STANDARD);SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 10 (SUST. DEVEL. GOAL - WORLD EQUITY);SERVER (COMPUTING);SOFTWARE ENGINEERING;TECHNOLOGY INTELLIGENCE (FR: VEILLE TECHNOL.);TECHNOLOGY TRANSFER;TRAINING (FR: FORMATION);UMR MIVEGEC (INFECTIOUS DISEASES AND VECTORS);UMR TRANSVIHMI (TRANSLATIONAL RES. HIV AND INFECTIOUS DISEASES);WEB SERVICES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Pierre PLOTON]]]]]]];BIOMASS (FOREST);CAMEROON;CANOPY (FOREST);CARBON CYCLE;CARTOGRAPHY AND MAPPING;CENTRAL AFRICA;CLIMATE CHANGE IMPACTS;DATA (SATELLITE);DATA ANALYSIS;DECIDUOUS TREE;DEFORESTATION;ECOLOGICAL TRANSITION;ECOLOGY (FOREST);ECOLOGY (LANDSCAPE);ECOLOGY (TERRESTRIAL);ECOSYSTEM DYNAMICS;FOREST DYNAMICS;FOREST STAND;GEOMATICS;GIS (GEOGR. INFORM. SYS.);INDIA;LANDSCAPE;LIDAR (LASER AERIAL IMAGING);MODELLING;MODELLING (ALLOMETRY);MODELLING (VALIDATION);MULTI-SCALE (SPATIAL);MULTI-SENSOR APPROACH;ONTOGENY;PHENOLOGY (FOREST);POPULATION DYNAMICS;REMOTE SENSING;REMOTE SENSING VHSR (VERY HIGH SPATIAL RESOLUTION);SATELLITE PRODUCT;SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SIGNAL PROCESSING;SPATIAL ANALYSIS;STATISTICS (SPATIAL);TROPICAL RAIN FOREST;UAV (UNMANNED AERIAL VEHICLE, DRONE);UMR AMAP (BOTANY MODEL. PLANT ARCHITECT. VEGET.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Nadine DESSAY]]]]]]];BRAZIL;CAPACITY BUILDING;CLIMATE CHANGE IMPACTS;CLIMATE-SOCIETY INTERACTION;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (SATELLITE);DATA ANALYSIS;DATA DISSEMINATION;DATA INFRASTRUCTURE;DATA INTEGRATION;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA PROCESSING;DECISION SUPPORT TOOL;DENGUE FEVER;ECOLOGY (LANDSCAPE);ENVIRONMENT;ENVIRONMENT-SOCIETY RELATIONS;FRENCH GUIANA;GEOGRAPHIC INFORMATION SCIENCE;GEOGRAPHY (HEALTH);GEOMATICS;GIS (GEOGR. INFORM. SYS.);GLOBAL CHANGE IMPACT;IMPACT ASSESMENT (ENVIRONMENT);INDICATOR (ENVIRONMENTAL);INFECTIOUS DISEASE;INTEGRATIVE APPROACH;IT PROJECT MANAGEMENT;LAND SURFACES;LAND USE;LANDSCAPE;MACHINE;DEEP LEARNING;MALARIA;MALI;MONITORING (SOCIO-ENVIRONMENTAL);MULTI-SCALE (SPATIAL AND TEMPORAL);MULTIDISCIPLINARY;OBSERVATORY;OPERATIONAL ENGINEERING;RADAR;RADAR ALTIMETRY;REMOTE SENSING;RISK (ENVIRONMENTAL);RISK (HEALTH);SCI. ADMINISTRATION AND MANAGEMENT;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SENSOR OBSERVATION SERVICE;SOCIO-ECOSYSTEM;SPATIAL DATA INFRASTRUCTURE (SDI);THEIA (DATA SERVICES INFRASTR. LAND SURFACES);TRAINING (FR: FORMATION);UMR ESPACE-DEV (SPACE FOR DEVEL.);VECTOR-BORNE DISEASE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
